idea,votes,url,time
为什么世界要在这虚空之中创造人类让人类享用着无尽的痛苦,63,//www.zhihu.com/pin/895650769926238208,2017-09-25 02:09
我怕死，不是因为死疼。而是因为，死后又得投胎，陷入无尽轮回。而宇宙，连一点点永恒的安宁都得不到这才是最可怕的。,47,//www.zhihu.com/pin/895650451180130304,2017-09-25 02:08
我不喜欢现代生活我只喜欢原始,40,//www.zhihu.com/pin/895648849501241344,2017-09-25 02:02
美国的未来，将是我们所无法预知的陌生世界：来自墨西哥的伊斯兰教妇女围着头巾作为我们美利坚商业大厦的收银员，一排排裹着棉毛衫，秋衣秋裤的西班牙美国公民排队领取着食物。支撑社会稳定的不是美国梦，华尔街或者科技创新：他们早就分崩离析了，他们改变不了我们的生活。支撑社会稳定的现在是宗教：伊斯兰教，天主教。是食物券和公共汽车上从南美洲进口的石油，支撑着这个行将就木的国家。这个国家以前的华尔街精英，硅谷精英，好莱坞精英（旧贵族）们，都跑了。他们跑去了中非，中东，中国,70,//www.zhihu.com/pin/895308732592967680,2017-09-24 03:30
环顾四周，历史学家不难发现美国的病疾：底层人民的的确确生活在水深火热之中，其生活状态还不如我国三和城乡结合部的农民工。对于此，美国的统治阶级却不闻不问，trump也无法改变这一事实：那就是，逐利的资产阶级是不可能管底层人民死活的，资本主义的优势在阶层底部成为了实实在在的劣势。美国一定会灭亡，而且灭亡的样子会很难看。首先，精英们四下散去，美国将会成为由黑人、墨西哥人主宰的第三世界贫穷国家。这样的国家究竟是什么样子？你只需要去你所在城市downtown的政府部门门口看看即知,54,//www.zhihu.com/pin/895304106175008768,2017-09-24 03:12
关于移民北极的申明人类没救了移民北极的过程中请不要打扰我,47,//www.zhihu.com/pin/895299622115876864,2017-09-24 02:54
去ucla的途中经过beverly hills ，绵延不绝的山顶豪宅，在接近ucla北部边缘的时候竟然还有一幢房的草坪如山坡一样高，占地面积接近大华。人类的奢侈，浪费，贫富差距，令人瞠目结舌。在la，我也看到无数富二代穿梭于华人奶茶店中。纵使某些人才华横溢，能力无双，可他们所可支配的资源是否也要有个上限呢。地球本来就是一个孤独的飞船，而在这飞船上真的有，一个人占10个人的特等舱，和上不了船的人遥遥对望。社会主义不会允许这样的事情发生,130,//www.zhihu.com/pin/895181378860257280,2017-09-23 19:04
只能从一家公司，爬到另外一家公司。我们竟然到头来，这么可怜,62,//www.zhihu.com/pin/894493106521657344,2017-09-21 21:29
“老公，你为什么每天都泡在网上搞硅谷老实人号啊？说实话，你是不是爱上勃学，然后不爱我了，不喜欢我了？”“怎么会！”江汉臣看了一眼视频那边娇喘，又是新闻系毕业的女朋友说，“我又不是傻子。和勃学好能给我们江家生孩子吗？”江汉臣抬起自己的右腿，摆出平时斗鱼直播时的模样“你可知道什么是第一桶金，什么是流量吗，你想要发财吗？咱们夫妻搭档，把勃学的流量全部弄来，去给vice合作一发，然后经营自己的公众号，这样，我们才能和清华学长那样一样成功啊！搞到流量的第一步就是。。。”“我懂了，老公，你真好！”何雪冰悻悻地说道“可惜，现在大多数粉丝还是只认勃学，我要想办法把这个问题除掉”江汉臣自言自语道,70,//www.zhihu.com/pin/894339556864835584,2017-09-21 11:19
品味摆在那里,37,//www.zhihu.com/pin/894337462757920768,2017-09-21 11:11
intern说自己是自己manager/mentor的老师。。。。学习了，屌屌的,38,//www.zhihu.com/pin/893627143291043840,2017-09-19 12:08
事实证明，一个人是否成功，和他的野心无关，主要和智商有关。智商是由隐性基因控制的智商和成绩并无直接关系智商是人机能的基本体现,53,//www.zhihu.com/pin/893514265368084480,2017-09-19 04:40
回答我最新的三个问题，将有机会获得初夜一晚,62,//www.zhihu.com/pin/893135581482213376,2017-09-18 03:35
可以的可以的。知乎超越微信指日可待。做空腾讯,38,//www.zhihu.com/pin/892946214943887360,2017-09-17 15:02
,36,//www.zhihu.com/pin/892642546101149696,2017-09-16 18:56
所有转发的朋友，都将获得我腰上同款珠链一条,22,//www.zhihu.com/pin/892597923857203200,2017-09-16 15:58
如何评价立党成为知乎最大的大v,5,//www.zhihu.com/pin/892597683074764800,2017-09-16 15:57
真可怕。。,25,//www.zhihu.com/pin/892597616938999808,2017-09-16 15:57
比尔盖茨本可以这么说：“我还真不知道苹果能不能捱过今年冬天？”。这是疑问句吗？你看他要不要被苹果打脸，连带长文道歉。比尔盖茨有教养，知道自己的b数。我建议这个专利问题还是应该去问苹果CEO。而不要搞一个设问句，来调戏愚弄和煽动自己的粉丝。。。搞多了不好。好吗？,18,//www.zhihu.com/pin/892309047355797504,2017-09-15 20:50
还好不是微软的锅=,55,//www.zhihu.com/pin/891976011984560128,2017-09-14 22:47
教浙大周昆教授GPU知识，经不愿意透露姓名的小道消息查实，确有其事。周昆拜该工程师为祖师爷，周昆自小没学过计算机，更没碰过gpu，连gpu是什么都不知道，属于半路出家。如果不是经过该工程师一个学期的教育，周昆不可能走上计算机图形学研究的道路。在该工程师开设的这门为其一年（而绝非是吃饭时偶尔说几句）特设课堂上，周昆教授拿了A。周昆教授当天还喜滋滋的向全校学生报喜了，有某些在寝室自习的匿名学生作证。实际上。所有浙大图形学实验室的学生都是该工程师的学生，徒子徒孙,44,//www.zhihu.com/pin/891702026721955840,2017-09-14 04:38
建议律师团就此问题质询和起诉苹果FaceID 团队。业内人士也无法想出如何绕过该专利，看起来该专利的确是绕不过去了。我为苹果团队的智商和原创精神感到捉急。显然，人脸建模是计算机界急需解决的前沿问题，堪比科技界的原子弹，最近各大公司都在组团集体攻克此问题，业内根本没有任何前车之鉴和历史资料，人脸建模的问题堪比从零起步搭建的皇冠，利用深度摄像头给人脸建模更是具有开拓意义的创举，载入史册的设想。google，三星等公司都未解决，成为疑难，人才争夺进入白热化。而苹果公司竟然涉嫌抄袭现有专利，用目测几乎完全一样的形式给人脸建模。是可忍孰不可忍，建议专家起诉苹果iPhone X，还微软领先并且独一无二的人脸识别技术一个公道。（注：原作者非常低调，绝无用自己专业知识来知乎这个菜市场装逼之嫌；其他各领域的牛人也都是这么做的，请看ml，dl的那些领军人物，每天的回答都要不经意间提到自己的paper和奖状。比如那个谁，那个谁，和那个谁。）,27,//www.zhihu.com/pin/891681422488776704,2017-09-14 03:16
真@深度@心灵学习,53,//www.zhihu.com/pin/891596015453491200,2017-09-13 21:37
大家好，我搬家了，我的新地址是：北极市地洞区暖春县2楼201室,74,//www.zhihu.com/pin/891215133857177600,2017-09-12 20:24
你们开心就好,71,//www.zhihu.com/pin/890915282900627456,2017-09-12 00:32
五天了，7个赞。江老师，退学吧,32,//www.zhihu.com/pin/890608969922527232,2017-09-11 04:15
回家,24,//www.zhihu.com/pin/890560760588152832,2017-09-11 01:03
江老师，立党，你们要小心了,20,//www.zhihu.com/pin/890551334930092032,2017-09-11 00:26
就是一句话：人傻钱多,14,//www.zhihu.com/pin/890197226733838336,2017-09-10 00:59
呵呵,17,//www.zhihu.com/pin/890067062515437568,2017-09-09 16:22
为什么python这么cheng g,26,//www.zhihu.com/pin/889647204237717504,2017-09-08 12:33
看到你也不懂AI我就放心了,37,//www.zhihu.com/pin/889647034171285504,2017-09-08 12:33
看到你也不懂AI，我就放心了。。,34,//www.zhihu.com/pin/889646949865775104,2017-09-08 12:32
大家好这是江老师和他的爸爸，爷爷，儿子,58,//www.zhihu.com/pin/888749773316833280,2017-09-06 01:07
大家好，这就是我,68,//www.zhihu.com/pin/888744502636990464,2017-09-06 00:46
如果你的人生目标是财务自由，才如此辛苦的工作、学英语、学计算机的话，等到财务自由之后人都已经老了。其实你可以通过降低生活成本现在就财务自由：去北极圈附近没人住的地方挖一个地窖，连一根网线，开uber生活。这样，你可以避开社会所有为中产阶级设计的接盘陷阱（包括房价，学区，比特币，英语，考研，轻奢，live），过着自给自足的满足生活，并且在30-40岁左右离开人世，免去了老年子女不在身边身体不便孤单寂寞之苦。而很少人真的敢这么做。因为他们的心灵已经完全被社会财富机器操纵了。,32,//www.zhihu.com/pin/888437975803912192,2017-09-05 04:28
我还以为是英语培训班，比特币和live呢。。。,36,//www.zhihu.com/pin/888391073355927552,2017-09-05 01:22
欢迎徐老师，左老师等参加，江老师旁观,30,//www.zhihu.com/pin/888027678383407104,2017-09-04 01:18
Winter is coming ,50,//www.zhihu.com/pin/888006690623074304,2017-09-03 23:54
